order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
44,2012-03-28 21:24:10.000,44,1,1,49.99,19.49
45,2012-03-28 22:45:52.000,45,1,1,49.99,19.49
46,2012-03-29 16:11:05.000,46,1,1,49.99,19.49
47,2012-03-29 17:49:07.000,47,1,1,49.99,19.49
48,2012-03-29 23:09:30.000,48,1,1,49.99,19.49
49,2012-03-30 00:25:18.000,49,1,1,49.99,19.49
50,2012-03-30 02:27:35.000,50,1,1,49.99,19.49
51,2012-03-30 10:06:25.000,51,1,1,49.99,19.49
52,2012-03-30 10:24:06.000,52,1,1,49.99,19.49
53,2012-03-30 12:47:30.000,53,1,1,49.99,19.49
54,2012-03-30 14:26:49.000,54,1,1,49.99,19.49
55,2012-03-30 14:39:09.000,55,1,1,49.99,19.49
56,2012-03-31 00:22:18.000,56,1,1,49.99,19.49
57,2012-03-31 02:32:43.000,57,1,1,49.99,19.49
58,2012-03-31 06:40:10.000,58,1,1,49.99,19.49
59,2012-03-31 10:25:39.000,59,1,1,49.99,19.49
60,2012-03-31 19:24:33.000,60,1,1,49.99,19.49
61,2012-04-01 06:45:11.000,61,1,1,49.99,19.49
62,2012-04-01 12:38:27.000,62,1,1,49.99,19.49
63,2012-04-01 17:33:26.000,63,1,1,49.99,19.49
64,2012-04-01 18:26:19.000,64,1,1,49.99,19.49
65,2012-04-02 11:07:48.000,65,1,1,49.99,19.49
66,2012-04-02 16:32:15.000,66,1,1,49.99,19.49
67,2012-04-02 17:17:42.000,67,1,1,49.99,19.49
68,2012-04-02 18:36:27.000,68,1,1,49.99,19.49
69,2012-04-03 10:29:20.000,69,1,1,49.99,19.49
70,2012-04-03 11:53:36.000,70,1,1,49.99,19.49
71,2012-04-03 15:03:48.000,71,1,1,49.99,19.49
72,2012-04-03 16:31:50.000,72,1,1,49.99,19.49
73,2012-04-03 16:36:02.000,73,1,1,49.99,19.49
74,2012-04-03 19:09:43.000,74,1,1,49.99,19.49
75,2012-04-04 07:47:38.000,75,1,1,49.99,19.49
76,2012-04-04 11:13:55.000,76,1,1,49.99,19.49
77,2012-04-04 11:34:52.000,77,1,1,49.99,19.49
78,2012-04-04 18:21:44.000,78,1,1,49.99,19.49
79,2012-04-04 19:00:06.000,79,1,1,49.99,19.49
80,2012-04-05 10:34:00.000,80,1,1,49.99,19.49
81,2012-04-05 13:15:34.000,81,1,1,49.99,19.49
82,2012-04-05 20:11:27.000,82,1,1,49.99,19.49
83,2012-04-06 04:04:23.000,83,1,1,49.99,19.49
84,2012-04-06 12:16:39.000,84,1,1,49.99,19.49
85,2012-04-06 17:13:09.000,85,1,1,49.99,19.49
86,2012-04-06 22:48:48.000,86,1,1,49.99,19.49
87,2012-04-07 04:47:20.000,87,1,1,49.99,19.49
88,2012-04-07 16:15:03.000,88,1,1,49.99,19.49
89,2012-04-07 16:55:38.000,89,1,1,49.99,19.49
90,2012-04-08 02:25:16.000,90,1,1,49.99,19.49
91,2012-04-08 05:52:53.000,91,1,1,49.99,19.49
92,2012-04-08 20:50:48.000,92,1,1,49.99,19.49
93,2012-04-08 21:10:18.000,93,1,1,49.99,19.49
94,2012-04-08 22:33:08.000,94,1,1,49.99,19.49
95,2012-04-09 09:49:50.000,95,1,1,49.99,19.49
96,2012-04-09 09:50:14.000,96,1,1,49.99,19.49
97,2012-04-09 11:25:30.000,97,1,1,49.99,19.49
98,2012-04-09 15:01:23.000,98,1,1,49.99,19.49
99,2012-04-09 19:48:47.000,99,1,1,49.99,19.49
100,2012-04-09 20:28:57.000,100,1,1,49.99,19.49
101,2012-04-09 22:56:37.000,101,1,1,49.99,19.49
102,2012-04-09 23:25:30.000,102,1,1,49.99,19.49
103,2012-04-10 14:21:17.000,103,1,1,49.99,19.49
104,2012-04-10 16:40:18.000,104,1,1,49.99,19.49
105,2012-04-10 22:27:09.000,105,1,1,49.99,19.49
106,2012-04-11 14:13:17.000,106,1,1,49.99,19.49
107,2012-04-11 15:22:47.000,107,1,1,49.99,19.49
108,2012-04-11 16:38:56.000,108,1,1,49.99,19.49
109,2012-04-11 20:19:28.000,109,1,1,49.99,19.49
110,2012-04-11 21:59:27.000,110,1,1,49.99,19.49
111,2012-04-12 10:03:06.000,111,1,1,49.99,19.49
112,2012-04-12 10:51:25.000,112,1,1,49.99,19.49
113,2012-04-12 13:30:14.000,113,1,1,49.99,19.49
114,2012-04-12 15:50:47.000,114,1,1,49.99,19.49
115,2012-04-13 02:13:16.000,115,1,1,49.99,19.49
116,2012-04-13 14:53:49.000,116,1,1,49.99,19.49
117,2012-04-14 23:26:48.000,117,1,1,49.99,19.49
118,2012-04-15 09:00:37.000,118,1,1,49.99,19.49
119,2012-04-15 13:20:39.000,119,1,1,49.99,19.49
120,2012-04-15 15:10:58.000,120,1,1,49.99,19.49
121,2012-04-15 16:36:31.000,121,1,1,49.99,19.49
122,2012-04-16 13:22:52.000,122,1,1,49.99,19.49
123,2012-04-16 14:54:24.000,123,1,1,49.99,19.49
124,2012-04-16 15:03:23.000,124,1,1,49.99,19.49
125,2012-04-16 17:59:57.000,125,1,1,49.99,19.49
126,2012-04-16 19:33:33.000,126,1,1,49.99,19.49
127,2012-04-17 19:20:42.000,127,1,1,49.99,19.49
128,2012-04-18 10:28:38.000,128,1,1,49.99,19.49
129,2012-04-18 12:10:33.000,129,1,1,49.99,19.49
130,2012-04-18 18:51:07.000,130,1,1,49.99,19.49
131,2012-04-18 19:59:44.000,131,1,1,49.99,19.49
132,2012-04-19 07:42:08.000,132,1,1,49.99,19.49
133,2012-04-19 13:21:03.000,133,1,1,49.99,19.49
134,2012-04-19 14:19:40.000,134,1,1,49.99,19.49
135,2012-04-19 14:20:15.000,135,1,1,49.99,19.49
136,2012-04-19 19:02:48.000,136,1,1,49.99,19.49
137,2012-04-19 21:50:45.000,137,1,1,49.99,19.49
138,2012-04-20 14:02:15.000,138,1,1,49.99,19.49
139,2012-04-21 17:39:59.000,139,1,1,49.99,19.49
140,2012-04-22 11:01:02.000,140,1,1,49.99,19.49
141,2012-04-22 16:58:22.000,141,1,1,49.99,19.49
142,2012-04-22 21:22:31.000,142,1,1,49.99,19.49
143,2012-04-23 11:07:52.000,143,1,1,49.99,19.49
144,2012-04-23 11:27:53.000,144,1,1,49.99,19.49
145,2012-04-23 12:31:17.000,145,1,1,49.99,19.49
146,2012-04-23 17:12:15.000,146,1,1,49.99,19.49
147,2012-04-23 20:59:07.000,147,1,1,49.99,19.49
148,2012-04-23 22:39:58.000,148,1,1,49.99,19.49
149,2012-04-23 22:57:17.000,149,1,1,49.99,19.49
150,2012-04-24 19:22:17.000,150,1,1,49.99,19.49
151,2012-04-24 23:13:26.000,151,1,1,49.99,19.49
152,2012-04-25 21:05:32.000,152,1,1,49.99,19.49
153,2012-04-26 15:35:59.000,153,1,1,49.99,19.49
154,2012-04-26 17:43:19.000,154,1,1,49.99,19.49
155,2012-04-26 22:22:55.000,155,1,1,49.99,19.49
156,2012-04-27 01:22:32.000,156,1,1,49.99,19.49
157,2012-04-27 19:42:18.000,157,1,1,49.99,19.49
158,2012-04-29 16:58:56.000,158,1,1,49.99,19.49
159,2012-04-30 12:14:59.000,159,1,1,49.99,19.49
160,2012-05-01 03:50:09.000,160,1,1,49.99,19.49
161,2012-05-01 10:34:08.000,161,1,1,49.99,19.49
162,2012-05-01 11:20:19.000,162,1,1,49.99,19.49
163,2012-05-01 12:10:41.000,163,1,1,49.99,19.49
164,2012-05-01 16:25:31.000,164,1,1,49.99,19.49
165,2012-05-02 11:50:21.000,165,1,1,49.99,19.49
166,2012-05-02 12:56:44.000,166,1,1,49.99,19.49
167,2012-05-02 17:15:10.000,167,1,1,49.99,19.49
168,2012-05-02 17:24:00.000,168,1,1,49.99,19.49
169,2012-05-03 09:03:53.000,169,1,1,49.99,19.49
170,2012-05-03 09:40:22.000,170,1,1,49.99,19.49
171,2012-05-03 15:19:38.000,171,1,1,49.99,19.49
172,2012-05-03 16:24:32.000,172,1,1,49.99,19.49
173,2012-05-03 23:52:58.000,173,1,1,49.99,19.49
174,2012-05-04 05:22:36.000,174,1,1,49.99,19.49
175,2012-05-04 10:24:35.000,175,1,1,49.99,19.49
176,2012-05-04 16:56:05.000,176,1,1,49.99,19.49
177,2012-05-08 15:59:05.000,177,1,1,49.99,19.49
178,2012-05-08 16:18:21.000,178,1,1,49.99,19.49
179,2012-05-09 01:00:09.000,179,1,1,49.99,19.49
180,2012-05-09 01:40:07.000,180,1,1,49.99,19.49
181,2012-05-09 09:04:41.000,181,1,1,49.99,19.49
182,2012-05-09 10:16:50.000,182,1,1,49.99,19.49
183,2012-05-09 13:36:25.000,183,1,1,49.99,19.49
184,2012-05-09 14:59:36.000,184,1,1,49.99,19.49
185,2012-05-09 17:01:21.000,185,1,1,49.99,19.49
186,2012-05-09 17:41:14.000,186,1,1,49.99,19.49
187,2012-05-10 09:54:16.000,187,1,1,49.99,19.49
188,2012-05-10 18:45:17.000,188,1,1,49.99,19.49
189,2012-05-10 21:29:58.000,189,1,1,49.99,19.49
190,2012-05-11 11:10:14.000,190,1,1,49.99,19.49
191,2012-05-11 15:06:01.000,191,1,1,49.99,19.49
192,2012-05-11 21:20:08.000,192,1,1,49.99,19.49
193,2012-05-12 20:44:15.000,193,1,1,49.99,19.49
194,2012-05-13 08:21:23.000,194,1,1,49.99,19.49
195,2012-05-13 15:56:25.000,195,1,1,49.99,19.49
196,2012-05-13 17:04:33.000,196,1,1,49.99,19.49
197,2012-05-14 18:33:40.000,197,1,1,49.99,19.49
198,2012-05-14 18:51:18.000,198,1,1,49.99,19.49
199,2012-05-15 03:20:44.000,199,1,1,49.99,19.49
200,2012-05-15 05:20:02.000,200,1,1,49.99,19.49
201,2012-05-15 05:28:05.000,201,1,1,49.99,19.49
202,2012-05-15 08:13:34.000,202,1,1,49.99,19.49
203,2012-05-15 08:56:05.000,203,1,1,49.99,19.49
204,2012-05-15 15:06:45.000,204,1,1,49.99,19.49
205,2012-05-15 15:29:52.000,205,1,1,49.99,19.49
206,2012-05-15 17:26:16.000,206,1,1,49.99,19.49
207,2012-05-16 05:07:43.000,207,1,1,49.99,19.49
208,2012-05-16 05:33:50.000,208,1,1,49.99,19.49
209,2012-05-17 00:34:13.000,209,1,1,49.99,19.49
210,2012-05-17 16:23:20.000,210,1,1,49.99,19.49
211,2012-05-17 19:33:38.000,211,1,1,49.99,19.49
212,2012-05-18 10:29:28.000,212,1,1,49.99,19.49
213,2012-05-18 11:38:07.000,213,1,1,49.99,19.49
214,2012-05-18 13:43:00.000,214,1,1,49.99,19.49
215,2012-05-18 14:24:34.000,215,1,1,49.99,19.49
216,2012-05-19 03:45:52.000,216,1,1,49.99,19.49
217,2012-05-20 00:54:14.000,217,1,1,49.99,19.49
218,2012-05-20 09:53:49.000,218,1,1,49.99,19.49
219,2012-05-20 22:54:22.000,219,1,1,49.99,19.49
220,2012-05-20 23:15:35.000,220,1,1,49.99,19.49
221,2012-05-20 23:36:57.000,221,1,1,49.99,19.49
222,2012-05-21 05:26:35.000,222,1,1,49.99,19.49
223,2012-05-21 11:52:18.000,223,1,1,49.99,19.49
224,2012-05-21 16:48:12.000,224,1,1,49.99,19.49
225,2012-05-21 22:15:20.000,225,1,1,49.99,19.49
226,2012-05-22 05:15:47.000,226,1,1,49.99,19.49
227,2012-05-22 06:15:19.000,227,1,1,49.99,19.49
228,2012-05-22 11:40:48.000,228,1,1,49.99,19.49
229,2012-05-22 13:00:49.000,229,1,1,49.99,19.49
230,2012-05-22 16:53:01.000,230,1,1,49.99,19.49
231,2012-05-23 03:29:12.000,231,1,1,49.99,19.49
232,2012-05-23 22:13:43.000,232,1,1,49.99,19.49
233,2012-05-23 23:24:06.000,233,1,1,49.99,19.49
234,2012-05-24 19:34:52.000,234,1,1,49.99,19.49
235,2012-05-24 20:47:20.000,235,1,1,49.99,19.49
236,2012-05-25 04:56:43.000,236,1,1,49.99,19.49
237,2012-05-25 05:03:31.000,237,1,1,49.99,19.49
238,2012-05-25 11:32:25.000,238,1,1,49.99,19.49
239,2012-05-25 14:34:54.000,239,1,1,49.99,19.49
240,2012-05-25 14:47:19.000,240,1,1,49.99,19.49
241,2012-05-25 16:22:45.000,241,1,1,49.99,19.49
242,2012-05-26 13:48:44.000,242,1,1,49.99,19.49
243,2012-05-26 14:12:31.000,243,1,1,49.99,19.49
244,2012-05-26 17:15:58.000,244,1,1,49.99,19.49
245,2012-05-27 09:35:20.000,245,1,1,49.99,19.49
246,2012-05-27 23:20:09.000,246,1,1,49.99,19.49
247,2012-05-28 01:00:08.000,247,1,1,49.99,19.49
248,2012-05-28 06:32:53.000,248,1,1,49.99,19.49
249,2012-05-28 15:16:53.000,249,1,1,49.99,19.49
250,2012-05-29 06:08:15.000,250,1,1,49.99,19.49
251,2012-05-29 10:25:35.000,251,1,1,49.99,19.49
252,2012-05-29 10:28:05.000,252,1,1,49.99,19.49
253,2012-05-29 11:52:28.000,253,1,1,49.99,19.49
254,2012-05-29 15:26:24.000,254,1,1,49.99,19.49
255,2012-05-29 16:36:43.000,255,1,1,49.99,19.49
256,2012-05-29 17:05:01.000,256,1,1,49.99,19.49
257,2012-05-29 23:52:45.000,257,1,1,49.99,19.49
258,2012-05-30 03:09:09.000,258,1,1,49.99,19.49
259,2012-05-30 07:56:12.000,259,1,1,49.99,19.49
260,2012-05-30 12:03:14.000,260,1,1,49.99,19.49
261,2012-05-30 20:49:37.000,261,1,1,49.99,19.49
262,2012-05-30 23:02:24.000,262,1,1,49.99,19.49
263,2012-05-31 05:33:03.000,263,1,1,49.99,19.49
264,2012-05-31 09:04:38.000,264,1,1,49.99,19.49
265,2012-05-31 11:07:52.000,265,1,1,49.99,19.49
266,2012-05-31 16:48:56.000,266,1,1,49.99,19.49
267,2012-05-31 23:09:54.000,267,1,1,49.99,19.49
268,2012-06-01 06:22:07.000,268,1,1,49.99,19.49
269,2012-06-01 12:48:56.000,269,1,1,49.99,19.49
270,2012-06-01 12:57:29.000,270,1,1,49.99,19.49
271,2012-06-01 14:22:14.000,271,1,1,49.99,19.49
272,2012-06-01 18:27:57.000,272,1,1,49.99,19.49
273,2012-06-01 20:13:43.000,273,1,1,49.99,19.49
274,2012-06-02 13:04:20.000,274,1,1,49.99,19.49
275,2012-06-02 23:36:33.000,275,1,1,49.99,19.49
276,2012-06-03 07:08:32.000,276,1,1,49.99,19.49
277,2012-06-03 10:20:20.000,277,1,1,49.99,19.49
278,2012-06-03 17:07:33.000,278,1,1,49.99,19.49
279,2012-06-03 18:13:27.000,279,1,1,49.99,19.49
280,2012-06-04 01:52:42.000,280,1,1,49.99,19.49
281,2012-06-04 18:54:32.000,281,1,1,49.99,19.49
282,2012-06-05 00:05:08.000,282,1,1,49.99,19.49
283,2012-06-05 00:43:45.000,283,1,1,49.99,19.49
284,2012-06-05 03:25:52.000,284,1,1,49.99,19.49
285,2012-06-05 11:58:32.000,285,1,1,49.99,19.49
286,2012-06-05 14:05:13.000,286,1,1,49.99,19.49
287,2012-06-06 01:28:55.000,287,1,1,49.99,19.49
288,2012-06-06 08:14:09.000,288,1,1,49.99,19.49
289,2012-06-06 09:43:17.000,289,1,1,49.99,19.49
290,2012-06-06 10:54:47.000,290,1,1,49.99,19.49
291,2012-06-06 13:05:33.000,291,1,1,49.99,19.49
292,2012-06-06 16:36:33.000,292,1,1,49.99,19.49
293,2012-06-06 17:40:07.000,293,1,1,49.99,19.49
294,2012-06-06 18:13:18.000,294,1,1,49.99,19.49
295,2012-06-07 06:41:57.000,295,1,1,49.99,19.49
296,2012-06-07 09:31:47.000,296,1,1,49.99,19.49
297,2012-06-07 11:52:01.000,297,1,1,49.99,19.49
298,2012-06-07 12:51:42.000,298,1,1,49.99,19.49
299,2012-06-07 13:34:27.000,299,1,1,49.99,19.49
300,2012-06-07 20:46:55.000,300,1,1,49.99,19.49
301,2012-06-08 00:03:33.000,301,1,1,49.99,19.49
302,2012-06-08 01:47:40.000,302,1,1,49.99,19.49
303,2012-06-08 06:25:01.000,303,1,1,49.99,19.49
304,2012-06-08 09:11:42.000,304,1,1,49.99,19.49
305,2012-06-08 10:07:24.000,305,1,1,49.99,19.49
306,2012-06-08 13:58:12.000,306,1,1,49.99,19.49
307,2012-06-09 03:07:43.000,307,1,1,49.99,19.49
308,2012-06-09 14:35:34.000,308,1,1,49.99,19.49
309,2012-06-09 23:54:32.000,309,1,1,49.99,19.49
310,2012-06-10 18:55:21.000,310,1,1,49.99,19.49
311,2012-06-10 19:48:05.000,311,1,1,49.99,19.49
312,2012-06-10 21:39:55.000,312,1,1,49.99,19.49
313,2012-06-11 09:36:20.000,313,1,1,49.99,19.49
314,2012-06-11 10:54:00.000,314,1,1,49.99,19.49
315,2012-06-11 11:01:26.000,315,1,1,49.99,19.49
316,2012-06-11 11:47:49.000,316,1,1,49.99,19.49
317,2012-06-11 18:56:38.000,317,1,1,49.99,19.49
318,2012-06-12 02:14:58.000,318,1,1,49.99,19.49
319,2012-06-12 04:20:51.000,319,1,1,49.99,19.49
320,2012-06-12 11:24:59.000,320,1,1,49.99,19.49
321,2012-06-12 14:26:12.000,321,1,1,49.99,19.49
322,2012-06-12 19:17:57.000,322,1,1,49.99,19.49
323,2012-06-13 06:04:27.000,323,1,1,49.99,19.49
324,2012-06-13 10:37:39.000,324,1,1,49.99,19.49
325,2012-06-13 10:58:10.000,325,1,1,49.99,19.49
326,2012-06-13 11:16:36.000,326,1,1,49.99,19.49
327,2012-06-13 11:20:33.000,327,1,1,49.99,19.49
328,2012-06-13 11:50:45.000,328,1,1,49.99,19.49
329,2012-06-13 12:29:01.000,329,1,1,49.99,19.49
330,2012-06-13 14:02:27.000,330,1,1,49.99,19.49
331,2012-06-13 15:21:05.000,331,1,1,49.99,19.49
332,2012-06-13 17:09:12.000,332,1,1,49.99,19.49
333,2012-06-14 14:26:25.000,333,1,1,49.99,19.49
334,2012-06-15 13:58:14.000,334,1,1,49.99,19.49
335,2012-06-15 23:13:12.000,335,1,1,49.99,19.49
336,2012-06-16 00:01:59.000,336,1,1,49.99,19.49
337,2012-06-16 03:33:59.000,337,1,1,49.99,19.49
338,2012-06-16 12:01:25.000,338,1,1,49.99,19.49
339,2012-06-17 15:38:35.000,339,1,1,49.99,19.49
340,2012-06-17 19:48:58.000,340,1,1,49.99,19.49
341,2012-06-17 22:07:17.000,341,1,1,49.99,19.49
342,2012-06-17 22:28:00.000,342,1,1,49.99,19.49
343,2012-06-18 00:56:42.000,343,1,1,49.99,19.49
344,2012-06-18 13:34:15.000,344,1,1,49.99,19.49
345,2012-06-18 14:05:16.000,345,1,1,49.99,19.49
346,2012-06-18 15:11:43.000,346,1,1,49.99,19.49
347,2012-06-18 18:59:55.000,347,1,1,49.99,19.49
348,2012-06-18 21:48:03.000,348,1,1,49.99,19.49
349,2012-06-18 22:57:16.000,349,1,1,49.99,19.49
350,2012-06-19 11:32:52.000,350,1,1,49.99,19.49
351,2012-06-19 12:18:16.000,351,1,1,49.99,19.49
352,2012-06-19 13:30:33.000,352,1,1,49.99,19.49
353,2012-06-19 13:52:26.000,353,1,1,49.99,19.49
354,2012-06-19 16:48:25.000,354,1,1,49.99,19.49
355,2012-06-19 20:11:05.000,355,1,1,49.99,19.49
356,2012-06-20 11:33:35.000,356,1,1,49.99,19.49
357,2012-06-20 13:50:01.000,357,1,1,49.99,19.49
358,2012-06-20 14:47:06.000,358,1,1,49.99,19.49
359,2012-06-20 16:00:38.000,359,1,1,49.99,19.49
360,2012-06-20 17:08:38.000,360,1,1,49.99,19.49
361,2012-06-20 22:54:44.000,361,1,1,49.99,19.49
362,2012-06-21 04:58:24.000,362,1,1,49.99,19.49
363,2012-06-21 08:15:41.000,363,1,1,49.99,19.49
364,2012-06-21 11:10:30.000,364,1,1,49.99,19.49
365,2012-06-21 16:25:33.000,365,1,1,49.99,19.49
366,2012-06-21 19:59:44.000,366,1,1,49.99,19.49
367,2012-06-22 08:41:18.000,367,1,1,49.99,19.49
368,2012-06-22 11:36:44.000,368,1,1,49.99,19.49
369,2012-06-22 14:33:43.000,369,1,1,49.99,19.49
370,2012-06-22 18:49:05.000,370,1,1,49.99,19.49
371,2012-06-22 19:33:16.000,371,1,1,49.99,19.49
372,2012-06-23 12:06:08.000,372,1,1,49.99,19.49
373,2012-06-23 13:40:12.000,373,1,1,49.99,19.49
374,2012-06-23 16:36:18.000,374,1,1,49.99,19.49
375,2012-06-23 22:43:23.000,375,1,1,49.99,19.49
376,2012-06-24 22:23:27.000,376,1,1,49.99,19.49
377,2012-06-24 22:31:20.000,377,1,1,49.99,19.49
378,2012-06-25 07:54:20.000,378,1,1,49.99,19.49
379,2012-06-25 15:26:00.000,379,1,1,49.99,19.49
380,2012-06-25 16:15:11.000,380,1,1,49.99,19.49
381,2012-06-25 19:33:29.000,381,1,1,49.99,19.49
382,2012-06-25 19:54:22.000,382,1,1,49.99,19.49
383,2012-06-26 11:55:47.000,383,1,1,49.99,19.49
384,2012-06-26 15:30:33.000,384,1,1,49.99,19.49
385,2012-06-26 16:06:17.000,385,1,1,49.99,19.49
386,2012-06-26 18:57:33.000,386,1,1,49.99,19.49
387,2012-06-26 21:13:49.000,387,1,1,49.99,19.49
388,2012-06-27 08:32:24.000,388,1,1,49.99,19.49
389,2012-06-27 08:47:31.000,389,1,1,49.99,19.49
390,2012-06-27 11:00:53.000,390,1,1,49.99,19.49
391,2012-06-27 11:54:28.000,391,1,1,49.99,19.49
392,2012-06-27 17:25:39.000,392,1,1,49.99,19.49
393,2012-06-27 19:31:05.000,393,1,1,49.99,19.49
394,2012-06-28 10:23:55.000,394,1,1,49.99,19.49
395,2012-06-28 13:40:38.000,395,1,1,49.99,19.49
396,2012-06-28 16:39:38.000,396,1,1,49.99,19.49
397,2012-06-28 19:34:15.000,397,1,1,49.99,19.49
398,2012-06-28 20:48:11.000,398,1,1,49.99,19.49
399,2012-06-28 20:56:06.000,399,1,1,49.99,19.49
400,2012-06-28 22:09:09.000,400,1,1,49.99,19.49
401,2012-06-28 22:24:39.000,401,1,1,49.99,19.49
402,2012-06-28 22:31:35.000,402,1,1,49.99,19.49
403,2012-06-29 16:09:23.000,403,1,1,49.99,19.49
404,2012-06-29 18:43:37.000,404,1,1,49.99,19.49
405,2012-06-30 15:17:20.000,405,1,1,49.99,19.49
406,2012-06-30 15:36:55.000,406,1,1,49.99,19.49
407,2012-06-30 19:50:24.000,407,1,1,49.99,19.49
408,2012-07-01 04:39:15.000,408,1,1,49.99,19.49
409,2012-07-02 13:24:53.000,409,1,1,49.99,19.49
410,2012-07-02 16:45:36.000,410,1,1,49.99,19.49
411,2012-07-02 17:54:02.000,411,1,1,49.99,19.49
412,2012-07-03 08:18:59.000,412,1,1,49.99,19.49
413,2012-07-03 10:42:14.000,413,1,1,49.99,19.49
414,2012-07-03 16:47:31.000,414,1,1,49.99,19.49
415,2012-07-03 19:10:49.000,415,1,1,49.99,19.49
416,2012-07-04 05:03:48.000,416,1,1,49.99,19.49
417,2012-07-04 10:01:15.000,417,1,1,49.99,19.49
418,2012-07-04 10:47:55.000,418,1,1,49.99,19.49
419,2012-07-04 11:06:26.000,419,1,1,49.99,19.49
420,2012-07-04 14:43:10.000,420,1,1,49.99,19.49
421,2012-07-04 18:29:11.000,421,1,1,49.99,19.49
422,2012-07-05 00:47:21.000,422,1,1,49.99,19.49
423,2012-07-05 04:47:21.000,423,1,1,49.99,19.49
424,2012-07-05 09:59:09.000,424,1,1,49.99,19.49
425,2012-07-05 11:14:31.000,425,1,1,49.99,19.49
426,2012-07-05 16:37:59.000,426,1,1,49.99,19.49
427,2012-07-05 19:49:47.000,427,1,1,49.99,19.49
428,2012-07-05 20:41:36.000,428,1,1,49.99,19.49
429,2012-07-06 11:27:19.000,429,1,1,49.99,19.49
430,2012-07-06 14:55:59.000,430,1,1,49.99,19.49
431,2012-07-06 18:26:30.000,431,1,1,49.99,19.49
432,2012-07-06 19:31:49.000,432,1,1,49.99,19.49
433,2012-07-06 23:22:36.000,433,1,1,49.99,19.49
434,2012-07-07 03:59:22.000,434,1,1,49.99,19.49
435,2012-07-07 11:23:00.000,435,1,1,49.99,19.49
436,2012-07-07 15:54:15.000,436,1,1,49.99,19.49
437,2012-07-07 17:04:54.000,437,1,1,49.99,19.49
438,2012-07-08 01:02:03.000,438,1,1,49.99,19.49
439,2012-07-08 09:24:08.000,439,1,1,49.99,19.49
440,2012-07-09 01:52:21.000,440,1,1,49.99,19.49
441,2012-07-09 09:42:21.000,441,1,1,49.99,19.49
442,2012-07-09 13:16:10.000,442,1,1,49.99,19.49
443,2012-07-09 13:45:45.000,443,1,1,49.99,19.49
444,2012-07-09 13:49:41.000,444,1,1,49.99,19.49
445,2012-07-09 15:11:16.000,445,1,1,49.99,19.49
446,2012-07-09 16:22:11.000,446,1,1,49.99,19.49
447,2012-07-10 10:05:45.000,447,1,1,49.99,19.49
448,2012-07-10 10:29:22.000,448,1,1,49.99,19.49
449,2012-07-10 11:39:32.000,449,1,1,49.99,19.49
