order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
202,2012-05-15 08:13:34.000,7188,6880,1,1,49.99,19.49
203,2012-05-15 08:56:05.000,7191,6882,1,1,49.99,19.49
204,2012-05-15 15:06:45.000,7240,6929,1,1,49.99,19.49
205,2012-05-15 15:29:52.000,7245,872,1,1,49.99,19.49
206,2012-05-15 17:26:16.000,7263,6948,1,1,49.99,19.49
207,2012-05-16 05:07:43.000,7311,6994,1,1,49.99,19.49
208,2012-05-16 05:33:50.000,7312,6995,1,1,49.99,19.49
209,2012-05-17 00:34:13.000,7421,7097,1,1,49.99,19.49
210,2012-05-17 16:23:20.000,7507,7176,1,1,49.99,19.49
211,2012-05-17 19:33:38.000,7528,7195,1,1,49.99,19.49
212,2012-05-18 10:29:28.000,7577,4607,1,1,49.99,19.49
213,2012-05-18 11:38:07.000,7590,7248,1,1,49.99,19.49
214,2012-05-18 13:43:00.000,7597,3264,1,1,49.99,19.49
215,2012-05-18 14:24:34.000,7604,7260,1,1,49.99,19.49
216,2012-05-19 03:45:52.000,7663,7314,1,1,49.99,19.49
217,2012-05-20 00:54:14.000,7710,7355,1,1,49.99,19.49
218,2012-05-20 09:53:49.000,7734,7379,1,1,49.99,19.49
219,2012-05-20 22:54:22.000,7787,7425,1,1,49.99,19.49
220,2012-05-20 23:15:35.000,7792,7430,1,1,49.99,19.49
221,2012-05-20 23:36:57.000,7795,7432,1,1,49.99,19.49
222,2012-05-21 05:26:35.000,7820,7455,1,1,49.99,19.49
223,2012-05-21 11:52:18.000,7864,7498,1,1,49.99,19.49
224,2012-05-21 16:48:12.000,7906,7533,1,1,49.99,19.49
225,2012-05-21 22:15:20.000,7947,7569,1,1,49.99,19.49
226,2012-05-22 05:15:47.000,7973,7594,1,1,49.99,19.49
227,2012-05-22 06:15:19.000,7978,7599,1,1,49.99,19.49
228,2012-05-22 11:40:48.000,8001,4430,1,1,49.99,19.49
229,2012-05-22 13:00:49.000,8011,7630,1,1,49.99,19.49
230,2012-05-22 16:53:01.000,8060,1997,1,1,49.99,19.49
231,2012-05-23 03:29:12.000,8130,7735,1,1,49.99,19.49
232,2012-05-23 22:13:43.000,8265,4098,1,1,49.99,19.49
233,2012-05-23 23:24:06.000,8272,7867,1,1,49.99,19.49
234,2012-05-24 19:34:52.000,8435,8016,1,1,49.99,19.49
235,2012-05-24 20:47:20.000,8447,8026,1,1,49.99,19.49
236,2012-05-25 04:56:43.000,8479,8053,1,1,49.99,19.49
237,2012-05-25 05:03:31.000,8480,8054,1,1,49.99,19.49
238,2012-05-25 11:32:25.000,8519,8090,1,1,49.99,19.49
239,2012-05-25 14:34:54.000,8543,8114,1,1,49.99,19.49
240,2012-05-25 14:47:19.000,8546,8116,1,1,49.99,19.49
241,2012-05-25 16:22:45.000,8569,8136,1,1,49.99,19.49
242,2012-05-26 13:48:44.000,8642,8202,1,1,49.99,19.49
243,2012-05-26 14:12:31.000,8643,8203,1,1,49.99,19.49
244,2012-05-26 17:15:58.000,8656,8216,1,1,49.99,19.49
245,2012-05-27 09:35:20.000,8694,8250,1,1,49.99,19.49
246,2012-05-27 23:20:09.000,8738,8289,1,1,49.99,19.49
247,2012-05-28 01:00:08.000,8748,8299,1,1,49.99,19.49
248,2012-05-28 06:32:53.000,8766,8314,1,1,49.99,19.49
249,2012-05-28 15:16:53.000,8810,8353,1,1,49.99,19.49
250,2012-05-29 06:08:15.000,8874,8409,1,1,49.99,19.49
251,2012-05-29 10:25:35.000,8903,8436,1,1,49.99,19.49
252,2012-05-29 10:28:05.000,8905,8438,1,1,49.99,19.49
253,2012-05-29 11:52:28.000,8921,8453,1,1,49.99,19.49
254,2012-05-29 15:26:24.000,8953,8484,1,1,49.99,19.49
255,2012-05-29 16:36:43.000,8963,8493,1,1,49.99,19.49
256,2012-05-29 17:05:01.000,8971,8501,1,1,49.99,19.49
257,2012-05-29 23:52:45.000,9020,8548,1,1,49.99,19.49
258,2012-05-30 03:09:09.000,9032,8559,1,1,49.99,19.49
259,2012-05-30 07:56:12.000,9042,8567,1,1,49.99,19.49
260,2012-05-30 12:03:14.000,9073,8594,1,1,49.99,19.49
261,2012-05-30 20:49:37.000,9166,8676,1,1,49.99,19.49
262,2012-05-30 23:02:24.000,9176,8684,1,1,49.99,19.49
263,2012-05-31 05:33:03.000,9193,8701,1,1,49.99,19.49
264,2012-05-31 09:04:38.000,9216,8721,1,1,49.99,19.49
265,2012-05-31 11:07:52.000,9240,7771,1,1,49.99,19.49
266,2012-05-31 16:48:56.000,9294,8792,1,1,49.99,19.49
267,2012-05-31 23:09:54.000,9342,8836,1,1,49.99,19.49
268,2012-06-01 06:22:07.000,9363,8855,1,1,49.99,19.49
269,2012-06-01 12:48:56.000,9412,8898,1,1,49.99,19.49
270,2012-06-01 12:57:29.000,9413,8899,1,1,49.99,19.49
271,2012-06-01 14:22:14.000,9428,8911,1,1,49.99,19.49
272,2012-06-01 18:27:57.000,9460,8941,1,1,49.99,19.49
273,2012-06-01 20:13:43.000,9467,8948,1,1,49.99,19.49
274,2012-06-02 13:04:20.000,9514,8992,1,1,49.99,19.49
275,2012-06-02 23:36:33.000,9547,9022,1,1,49.99,19.49
276,2012-06-03 07:08:32.000,9562,9033,1,1,49.99,19.49
277,2012-06-03 10:20:20.000,9568,9038,1,1,49.99,19.49
278,2012-06-03 17:07:33.000,9590,4154,1,1,49.99,19.49
279,2012-06-03 18:13:27.000,9592,9057,1,1,49.99,19.49
280,2012-06-04 01:52:42.000,9617,9082,1,1,49.99,19.49
281,2012-06-04 18:54:32.000,9735,9182,1,1,49.99,19.49
282,2012-06-05 00:05:08.000,9765,9209,1,1,49.99,19.49
283,2012-06-05 00:43:45.000,9769,9213,1,1,49.99,19.49
284,2012-06-05 03:25:52.000,9779,9222,1,1,49.99,19.49
285,2012-06-05 11:58:32.000,9819,9259,1,1,49.99,19.49
286,2012-06-05 14:05:13.000,9849,9284,1,1,49.99,19.49
287,2012-06-06 01:28:55.000,9915,9342,1,1,49.99,19.49
288,2012-06-06 08:14:09.000,9932,9357,1,1,49.99,19.49
289,2012-06-06 09:43:17.000,9942,9364,1,1,49.99,19.49
290,2012-06-06 10:54:47.000,9954,9374,1,1,49.99,19.49
291,2012-06-06 13:05:33.000,9989,9406,1,1,49.99,19.49
292,2012-06-06 16:36:33.000,10020,9433,1,1,49.99,19.49
293,2012-06-06 17:40:07.000,10033,9446,1,1,49.99,19.49
294,2012-06-06 18:13:18.000,10041,9454,1,1,49.99,19.49
295,2012-06-07 06:41:57.000,10105,9509,1,1,49.99,19.49
296,2012-06-07 09:31:47.000,10122,9525,1,1,49.99,19.49
297,2012-06-07 11:52:01.000,10151,9553,1,1,49.99,19.49
298,2012-06-07 12:51:42.000,10167,9567,1,1,49.99,19.49
299,2012-06-07 13:34:27.000,10177,9576,1,1,49.99,19.49
300,2012-06-07 20:46:55.000,10244,9640,1,1,49.99,19.49
301,2012-06-08 00:03:33.000,10265,9658,1,1,49.99,19.49
302,2012-06-08 01:47:40.000,10269,6616,1,1,49.99,19.49
303,2012-06-08 06:25:01.000,10277,9669,1,1,49.99,19.49
304,2012-06-08 09:11:42.000,10291,9681,1,1,49.99,19.49
305,2012-06-08 10:07:24.000,10300,9689,1,1,49.99,19.49
306,2012-06-08 13:58:12.000,10335,9721,1,1,49.99,19.49
307,2012-06-09 03:07:43.000,10411,9788,1,1,49.99,19.49
308,2012-06-09 14:35:34.000,10442,9816,1,1,49.99,19.49
309,2012-06-09 23:54:32.000,10468,9836,1,1,49.99,19.49
310,2012-06-10 18:55:21.000,10517,9881,1,1,49.99,19.49
311,2012-06-10 19:48:05.000,10518,9882,1,1,49.99,19.49
312,2012-06-10 21:39:55.000,10526,3428,1,1,49.99,19.49
313,2012-06-11 09:36:20.000,10575,9933,1,1,49.99,19.49
314,2012-06-11 10:54:00.000,10591,7271,1,1,49.99,19.49
315,2012-06-11 11:01:26.000,10600,9955,1,1,49.99,19.49
316,2012-06-11 11:47:49.000,10605,9959,1,1,49.99,19.49
317,2012-06-11 18:56:38.000,10674,3561,1,1,49.99,19.49
318,2012-06-12 02:14:58.000,10719,10065,1,1,49.99,19.49
319,2012-06-12 04:20:51.000,10721,10067,1,1,49.99,19.49
320,2012-06-12 11:24:59.000,10752,10094,1,1,49.99,19.49
321,2012-06-12 14:26:12.000,10787,10124,1,1,49.99,19.49
322,2012-06-12 19:17:57.000,10837,10172,1,1,49.99,19.49
323,2012-06-13 06:04:27.000,10886,10216,1,1,49.99,19.49
324,2012-06-13 10:37:39.000,10918,10246,1,1,49.99,19.49
325,2012-06-13 10:58:10.000,10922,10250,1,1,49.99,19.49
326,2012-06-13 11:16:36.000,10927,10254,1,1,49.99,19.49
327,2012-06-13 11:20:33.000,10926,10253,1,1,49.99,19.49
328,2012-06-13 11:50:45.000,10937,10264,1,1,49.99,19.49
329,2012-06-13 12:29:01.000,10946,10272,1,1,49.99,19.49
330,2012-06-13 14:02:27.000,10971,8333,1,1,49.99,19.49
331,2012-06-13 15:21:05.000,10985,10306,1,1,49.99,19.49
332,2012-06-13 17:09:12.000,11007,7350,1,1,49.99,19.49
333,2012-06-14 14:26:25.000,11154,10459,1,1,49.99,19.49
334,2012-06-15 13:58:14.000,11322,3736,1,1,49.99,19.49
335,2012-06-15 23:13:12.000,11386,10668,1,1,49.99,19.49
336,2012-06-16 00:01:59.000,11389,10671,1,1,49.99,19.49
337,2012-06-16 03:33:59.000,11397,10678,1,1,49.99,19.49
338,2012-06-16 12:01:25.000,11418,10699,1,1,49.99,19.49
339,2012-06-17 15:38:35.000,11502,10775,1,1,49.99,19.49
340,2012-06-17 19:48:58.000,11520,10791,1,1,49.99,19.49
341,2012-06-17 22:07:17.000,11530,10799,1,1,49.99,19.49
342,2012-06-17 22:28:00.000,11531,10800,1,1,49.99,19.49
343,2012-06-18 00:56:42.000,11543,10812,1,1,49.99,19.49
344,2012-06-18 13:34:15.000,11616,10876,1,1,49.99,19.49
345,2012-06-18 14:05:16.000,11618,10878,1,1,49.99,19.49
346,2012-06-18 15:11:43.000,11629,10889,1,1,49.99,19.49
347,2012-06-18 18:59:55.000,11657,10913,1,1,49.99,19.49
348,2012-06-18 21:48:03.000,11670,10924,1,1,49.99,19.49
349,2012-06-18 22:57:16.000,11677,10931,1,1,49.99,19.49
350,2012-06-19 11:32:52.000,11729,10975,1,1,49.99,19.49
351,2012-06-19 12:18:16.000,11739,10984,1,1,49.99,19.49
352,2012-06-19 13:30:33.000,11756,10998,1,1,49.99,19.49
353,2012-06-19 13:52:26.000,11762,11003,1,1,49.99,19.49
354,2012-06-19 16:48:25.000,11801,10235,1,1,49.99,19.49
355,2012-06-19 20:11:05.000,11835,11071,1,1,49.99,19.49
356,2012-06-20 11:33:35.000,11917,11148,1,1,49.99,19.49
357,2012-06-20 13:50:01.000,11946,11176,1,1,49.99,19.49
358,2012-06-20 14:47:06.000,11957,11187,1,1,49.99,19.49
359,2012-06-20 16:00:38.000,11971,11200,1,1,49.99,19.49
360,2012-06-20 17:08:38.000,11985,11211,1,1,49.99,19.49
361,2012-06-20 22:54:44.000,12028,11249,1,1,49.99,19.49
362,2012-06-21 04:58:24.000,12047,11268,1,1,49.99,19.49
363,2012-06-21 08:15:41.000,12065,11285,1,1,49.99,19.49
364,2012-06-21 11:10:30.000,12086,11304,1,1,49.99,19.49
365,2012-06-21 16:25:33.000,12141,11352,1,1,49.99,19.49
366,2012-06-21 19:59:44.000,12168,11376,1,1,49.99,19.49
367,2012-06-22 08:41:18.000,12216,2108,1,1,49.99,19.49
368,2012-06-22 11:36:44.000,12243,11443,1,1,49.99,19.49
369,2012-06-22 14:33:43.000,12284,11481,1,1,49.99,19.49
370,2012-06-22 18:49:05.000,12321,9542,1,1,49.99,19.49
371,2012-06-22 19:33:16.000,12329,11522,1,1,49.99,19.49
372,2012-06-23 12:06:08.000,12388,8237,1,1,49.99,19.49
373,2012-06-23 13:40:12.000,12394,11583,1,1,49.99,19.49
374,2012-06-23 16:36:18.000,12408,11597,1,1,49.99,19.49
375,2012-06-23 22:43:23.000,12424,11611,1,1,49.99,19.49
376,2012-06-24 22:23:27.000,12478,11660,1,1,49.99,19.49
377,2012-06-24 22:31:20.000,12479,11661,1,1,49.99,19.49
378,2012-06-25 07:54:20.000,12509,11687,1,1,49.99,19.49
379,2012-06-25 15:26:00.000,12568,11742,1,1,49.99,19.49
380,2012-06-25 16:15:11.000,12579,11753,1,1,49.99,19.49
381,2012-06-25 19:33:29.000,12604,11159,1,1,49.99,19.49
382,2012-06-25 19:54:22.000,12605,11776,1,1,49.99,19.49
383,2012-06-26 11:55:47.000,12672,5191,1,1,49.99,19.49
384,2012-06-26 15:30:33.000,12699,11858,1,1,49.99,19.49
385,2012-06-26 16:06:17.000,12708,11867,1,1,49.99,19.49
386,2012-06-26 18:57:33.000,12738,11897,1,1,49.99,19.49
387,2012-06-26 21:13:49.000,12760,3561,1,1,49.99,19.49
388,2012-06-27 08:32:24.000,12807,11959,1,1,49.99,19.49
389,2012-06-27 08:47:31.000,12809,9109,1,1,49.99,19.49
390,2012-06-27 11:00:53.000,12831,6390,1,1,49.99,19.49
391,2012-06-27 11:54:28.000,12837,11986,1,1,49.99,19.49
392,2012-06-27 17:25:39.000,12912,12048,1,1,49.99,19.49
393,2012-06-27 19:31:05.000,12927,12061,1,1,49.99,19.49
394,2012-06-28 10:23:55.000,12988,12113,1,1,49.99,19.49
395,2012-06-28 13:40:38.000,13016,12139,1,1,49.99,19.49
396,2012-06-28 16:39:38.000,13046,12165,1,1,49.99,19.49
397,2012-06-28 19:34:15.000,13073,12188,1,1,49.99,19.49
398,2012-06-28 20:48:11.000,13081,10278,1,1,49.99,19.49
399,2012-06-28 20:56:06.000,13083,12197,1,1,49.99,19.49
